,node,community,degree_centrality_big,betweenness_big,degree,outsider,status
67,67,0,0.018573551263001486,0.0008981668028943385,75,in,normal
68,68,0,0.002228826151560178,3.1899088949750715e-07,9,out,normal
69,69,0,0.0024764735017335318,5.824442931278991e-07,10,out,normal
70,70,0,0.0004952947003467064,0.0,2,out,normal
71,71,0,0.0004952947003467064,0.0,2,out,normal
72,72,0,0.005943536404160475,2.97085090768003e-06,24,in,normal
73,73,0,0.0024764735017335318,5.558484409940535e-07,10,out,normal
74,74,0,0.0002476473501733532,0.0,1,out,normal
75,75,0,0.0034670629024269443,5.021526490288143e-07,14,in,normal
76,76,0,0.0007429420505200594,0.0,3,out,normal
77,77,0,0.0014858841010401188,3.885145449008099e-07,6,out,normal
78,78,0,0.002228826151560178,3.8851454490081e-07,9,out,normal
79,79,0,0.0029717682020802376,4.0458093585535467e-07,12,in,normal
80,80,0,0.005695889053987122,0.00014177545010911683,23,in,normal
81,81,0,0.0007429420505200594,4.089626788429578e-08,3,out,normal
82,82,0,0.008420009905894007,1.1024540391345333e-05,34,in,normal
83,83,0,0.0017335314512134721,2.3234881626851006e-07,7,out,normal
84,84,0,0.0029717682020802376,1.1406410491574931e-06,12,in,normal
85,85,0,0.0034670629024269443,6.781460540725231e-07,14,in,normal
86,86,0,0.0014858841010401188,1.8403320547933107e-07,6,out,normal
87,87,0,0.003219415552253591,8.825192265807957e-05,13,in,normal
88,88,0,0.0049529470034670635,4.387107552074109e-06,20,in,normal
89,89,0,0.001981178801386825,7.668050228305459e-07,8,out,normal
90,90,0,0.0004952947003467064,0.0,2,out,normal
91,91,0,0.001981178801386825,7.536597938677366e-07,8,out,normal
92,92,0,0.005200594353640416,2.0813583076961448e-06,21,in,normal
93,93,0,0.001981178801386825,4.4372450654460925e-07,8,out,normal
94,94,0,0.005448241703813769,3.4346589666338813e-06,22,in,normal
95,95,0,0.0014858841010401188,3.2717014307436624e-07,6,out,normal
96,96,0,0.002228826151560178,1.0939751659049124e-06,9,out,normal
97,97,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
98,98,0,0.012134720158494304,1.0701668803879553e-05,49,in,normal
99,99,0,0.003219415552253591,1.4925092964373743e-06,13,in,normal
100,100,0,0.002228826151560178,7.749842764074052e-07,9,out,normal
101,101,0,0.00470529965329371,1.5130513617793146e-06,19,in,normal
102,102,0,0.0014858841010401188,2.044813394214789e-07,6,out,normal
103,103,0,0.00396235760277365,0.00013382831717150413,16,in,normal
104,104,0,0.0079247152055473,3.180985687236251e-06,32,in,normal
105,105,0,0.0034670629024269443,7.514667594403335e-07,14,in,normal
106,106,0,0.001981178801386825,3.5011011671552484e-07,8,out,normal
107,107,3,0.258791480931154,0.4209840118439659,1045,in,influencer
108,108,0,0.003219415552253591,0.00014119260965227167,13,in,normal
109,109,0,0.009162951956414063,7.1411887498827685e-06,37,in,normal
110,110,0,0.0012382367508667654,1.6358507153718312e-07,5,out,normal
111,111,0,0.0034670629024269443,4.839360941167826e-06,14,in,normal
112,112,0,0.0007429420505200594,4.089626788429578e-08,3,out,normal
113,113,0,0.009905894006934124,1.0651585647261438e-05,40,in,normal
114,114,0,0.0002476473501733532,0.0,1,out,normal
115,115,0,0.005200594353640416,9.7814367504343e-06,21,in,normal
116,116,0,0.004210004952947003,2.071688084538755e-06,17,in,normal
117,117,0,0.0014858841010401188,3.517079038049437e-07,6,out,normal
118,118,0,0.008915304606240713,6.753988381666664e-06,36,in,normal
119,119,0,0.015354135710747894,0.0010969657387946165,62,in,normal
120,120,0,0.0009905894006934123,4.9648168875669657e-05,4,out,normal
121,121,0,0.0029717682020802376,1.064358346757934e-06,12,in,normal
122,122,0,0.015354135710747894,0.0007094644582426522,62,in,normal
123,123,0,0.004457652303120356,1.0883380471121928e-06,18,in,normal
124,124,0,0.0009905894006934123,1.860195956337111e-07,4,out,normal
125,125,0,0.0009905894006934123,1.714355253733899e-05,4,out,normal
126,126,0,0.0017335314512134721,3.1756401421692873e-07,7,out,normal
127,127,0,0.00396235760277365,9.308769546996849e-07,16,in,normal
128,128,0,0.006934125804853889,3.6421368876339316e-06,28,in,normal
129,129,0,0.0017335314512134721,1.686971050227201e-07,7,out,normal
130,130,0,0.00396235760277365,3.8365785441398434e-05,16,in,normal
131,131,0,0.0017335314512134721,2.6582574124792263e-07,7,out,normal
132,132,0,0.00396235760277365,2.5228528664141258e-06,16,in,normal
133,133,0,0.004457652303120356,2.237454559000529e-06,18,in,normal
134,134,0,0.00470529965329371,8.981384863598629e-07,19,in,normal
135,135,0,0.0024764735017335318,3.6806641095866214e-07,10,out,normal
136,136,4,0.03293709757305597,0.02646273989703884,133,in,normal
137,137,0,0.00396235760277365,0.0005943697318990661,16,in,normal
138,138,0,0.0004952947003467064,0.0,2,out,normal
139,139,0,0.002228826151560178,4.43042902079871e-07,9,out,normal
140,140,0,0.0027241208519068845,1.5700428184145685e-06,11,in,normal
141,141,0,0.006934125804853889,5.171105415431808e-06,28,in,normal
142,142,0,0.010401188707280832,5.0044306704568646e-06,42,in,normal
143,143,0,0.0029717682020802376,1.2636946776247395e-06,12,in,normal
144,144,0,0.003714710252600297,1.8419873799219602e-06,15,in,normal
145,145,0,0.0004952947003467064,0.0,2,out,normal
146,146,0,0.0024764735017335318,0.00019366497331179517,10,out,normal
147,147,0,0.0014858841010401188,2.760498082189965e-07,6,out,normal
148,148,0,0.0049529470034670635,3.1650863088033903e-06,20,in,normal
149,149,0,0.0034670629024269443,9.96018867115385e-07,14,in,normal
150,150,0,0.0027241208519068845,8.726020681274824e-05,11,in,normal
151,151,0,0.0017335314512134721,1.7380913850825705e-07,7,out,normal
152,152,0,0.0012382367508667654,1.2268880365288735e-07,5,out,normal
153,153,0,0.0004952947003467064,0.0,2,out,normal
154,154,0,0.0004952947003467064,0.0,2,out,normal
155,155,0,0.0007429420505200594,7.887137377685613e-08,3,out,normal
156,156,0,0.0029717682020802376,0.000165286621555653,12,in,normal
157,157,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
158,158,0,0.006191183754333828,5.255075437746403e-06,25,in,normal
159,159,0,0.0034670629024269443,1.9331732559413658e-06,14,in,normal
160,160,0,0.0004952947003467064,0.0,2,out,normal
161,161,0,0.006191183754333828,3.554839717725233e-06,25,in,normal
162,162,0,0.001981178801386825,2.702074842355257e-07,8,out,normal
163,163,0,0.0014858841010401188,2.354660130963724e-05,6,out,normal
164,164,0,0.0007429420505200594,2.4537760730577472e-08,3,out,normal
165,165,0,0.0027241208519068845,3.917138172926787e-07,11,in,normal
166,166,0,0.0009905894006934123,3.7829047792973583e-07,4,out,normal
167,167,0,0.0017335314512134721,9.930702247045544e-07,7,out,normal
168,168,0,0.0027241208519068845,8.483585544361774e-07,11,in,normal
169,169,0,0.00941059930658742,0.0005701357066009772,38,in,normal
170,170,0,0.01114413075780089,1.1604950802683501e-05,45,in,normal
171,171,2,0.005448241703813769,0.01342249512436614,22,in,normal
172,172,0,0.010153541357107478,0.0007489038871048309,41,in,normal
173,173,0,0.0029717682020802376,0.003525611914470725,12,in,normal
174,174,0,0.0009905894006934123,3.443897087507082e-05,4,out,normal
175,175,0,0.004210004952947003,4.207495674796102e-06,17,in,normal
176,176,0,0.0034670629024269443,9.48930829530018e-07,14,in,normal
177,177,0,0.0027241208519068845,8.547319987817818e-07,11,in,normal
178,178,0,0.003219415552253591,1.7236935972657291e-06,13,in,normal
179,179,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
180,180,0,0.0049529470034670635,1.4472676789260363e-06,20,in,normal
181,181,0,0.0024764735017335318,3.619319707760177e-07,10,out,normal
182,182,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
183,183,0,0.0004952947003467064,0.0,2,out,normal
184,184,0,0.004457652303120356,2.648812322039281e-06,18,in,normal
185,185,0,0.0064388311045071814,2.8981376285199943e-06,26,in,normal
186,186,0,0.010896483407627538,1.0751358149042452e-05,44,in,normal
187,187,0,0.00396235760277365,7.663146377179064e-07,16,in,normal
188,188,0,0.01188707280832095,1.1719523033783433e-05,48,in,normal
189,189,0,0.0017335314512134721,1.1312605887267239e-05,7,out,normal
190,190,0,0.0009905894006934123,2.116381863012307e-07,4,out,normal
191,191,0,0.0007429420505200594,0.0,3,out,normal
192,192,0,0.0012382367508667654,3.476182770165141e-07,5,out,normal
193,193,0,0.0012382367508667654,3.242489810826309e-07,5,out,normal
194,194,0,0.00470529965329371,1.635928428142608e-06,19,in,normal
195,195,0,0.002228826151560178,1.5336100456610918e-07,9,out,normal
196,196,0,0.003219415552253591,1.3954390834520069e-06,13,in,normal
197,197,0,0.00396235760277365,1.3344354838579323e-06,16,in,normal
198,198,5,0.0029717682020802376,0.0015807433276414876,12,in,normal
199,199,0,0.011639425458147598,0.0003099607394376826,47,in,normal
200,200,0,0.014115898959881128,1.6029057381179024e-05,57,in,normal
201,201,0,0.0009905894006934123,1.288232438355317e-07,4,out,normal
202,202,0,0.0009905894006934123,1.4620214771423831e-05,4,out,normal
203,203,0,0.014115898959881128,1.9427007383891644e-05,57,in,normal
204,204,0,0.005448241703813769,3.2846709647786763e-06,22,in,normal
205,205,0,0.0004952947003467064,0.0,2,out,normal
206,206,0,0.0009905894006934123,1.5336100456610918e-07,4,out,normal
207,207,0,0.0007429420505200594,2.4537760730577472e-08,3,out,normal
208,208,0,0.0017335314512134721,2.2590319402753858e-08,7,out,normal
209,209,0,0.0002476473501733532,0.0,1,out,normal
210,210,0,0.0002476473501733532,0.0,1,out,normal
211,211,0,0.007429420505200594,2.8939863565410235e-06,30,in,normal
212,212,0,0.004457652303120356,9.149425945623527e-07,18,in,normal
213,213,0,0.009658246656760771,0.00046587307171479735,39,in,normal
214,214,0,0.004210004952947003,5.563153475834111e-06,17,in,normal
215,215,0,0.0002476473501733532,0.0,1,out,normal
216,216,0,0.0004952947003467064,0.0,2,out,normal
217,217,0,0.001981178801386825,8.104964414001252e-05,8,out,normal
218,218,0,0.002228826151560178,3.8851454490081e-07,9,out,normal
219,219,0,0.0014858841010401188,4.294108127851058e-07,6,out,normal
220,220,0,0.0009905894006934123,1.0224066971073946e-07,4,out,normal
221,221,0,0.001981178801386825,3.971775946536896e-07,8,out,normal
222,222,0,0.0027241208519068845,7.604348068987484e-07,11,in,normal
223,223,0,0.0064388311045071814,1.3283754138590237e-06,26,in,normal
224,224,0,0.006934125804853889,3.320000226721731e-06,28,in,normal
225,225,0,0.0024764735017335318,5.950406977165036e-07,10,out,normal
226,226,0,0.0034670629024269443,1.088911818452571e-06,14,in,normal
227,227,0,0.003714710252600297,2.3607370636209742e-06,15,in,normal
228,228,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
229,229,0,0.0014858841010401188,3.6806641095866214e-07,6,out,normal
230,230,0,0.001981178801386825,1.096281113477176e-06,8,out,normal
231,231,0,0.005200594353640416,4.693769053237753e-06,21,in,normal
232,232,0,0.006191183754333828,1.8808478576006104e-06,25,in,normal
233,233,0,0.0004952947003467064,0.0,2,out,normal
234,234,0,0.0004952947003467064,0.0,2,out,normal
235,235,0,0.0012382367508667654,3.98738611871884e-08,5,out,normal
236,236,0,0.009162951956414063,8.570671568270872e-06,37,in,normal
237,237,0,0.0014858841010401188,3.6926143177346286e-07,6,out,normal
238,238,0,0.005695889053987122,1.8042073077779919e-06,23,in,normal
239,239,0,0.014611193660227837,1.7070516259520286e-05,59,in,normal
240,240,0,0.0007429420505200594,7.156846879751762e-08,3,out,normal
241,241,0,0.0004952947003467064,0.0,2,out,normal
242,242,0,0.005943536404160475,4.288597854229735e-06,24,in,normal
243,243,0,0.001981178801386825,1.2175501892092235e-06,8,out,normal
244,244,0,0.0004952947003467064,0.0,2,out,normal
245,245,0,0.0012382367508667654,3.1694607610329233e-07,5,out,normal
246,246,0,0.0034670629024269443,6.303835994957968e-05,14,in,normal
247,247,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
248,248,0,0.005200594353640416,2.8967278764845524e-06,21,in,normal
249,249,0,0.005943536404160475,3.506084061488482e-06,24,in,normal
250,250,0,0.0012382367508667654,1.1007981233764806e-07,5,out,normal
251,251,0,0.0034670629024269443,7.378855191123651e-07,14,in,normal
252,252,0,0.016097077761267953,2.532766173923833e-05,65,in,normal
253,253,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
254,254,0,0.004210004952947003,5.943410487779236e-07,17,in,normal
255,255,0,0.0004952947003467064,0.0,2,out,normal
256,256,0,0.0004952947003467064,0.0,2,out,normal
257,257,0,0.004457652303120356,1.732752165742114e-06,18,in,normal
258,258,0,0.003714710252600297,1.32161085639577e-06,15,in,normal
259,259,0,0.001981178801386825,1.0460981800256606e-06,8,out,normal
260,260,0,0.001981178801386825,7.622041926935627e-07,8,out,normal
261,261,0,0.00941059930658742,9.089677581682537e-06,38,in,normal
262,262,0,0.0009905894006934123,1.0224066971073946e-07,4,out,normal
263,263,0,0.0017335314512134721,2.9036350197850015e-07,7,out,normal
264,264,0,0.0012382367508667654,3.10811635920648e-07,5,out,normal
265,265,0,0.0066864784546805354,4.42746858150556e-06,27,in,normal
266,266,0,0.004457652303120356,7.086195254475305e-07,18,in,normal
267,267,0,0.0004952947003467064,0.0,2,out,normal
268,268,0,0.0027241208519068845,3.8414564001526657e-07,11,in,normal
269,269,0,0.0014858841010401188,8.137191707619301e-05,6,out,normal
270,270,0,0.0009905894006934123,7.156846879751762e-08,4,out,normal
271,271,0,0.018078256562654774,3.1800656773781106e-05,73,in,normal
272,272,0,0.01114413075780089,1.911702331511653e-05,45,in,normal
273,273,0,0.002228826151560178,1.5336100456610918e-07,9,out,normal
274,274,0,0.0034670629024269443,1.3570088249697576e-06,14,in,normal
275,275,0,0.0024764735017335318,6.175336450528664e-07,10,out,normal
276,276,0,0.004457652303120356,1.2688385358808352e-06,18,in,normal
277,277,0,0.015601783060921246,3.68439126222933e-05,63,in,normal
278,278,0,0.0024764735017335318,1.7483154520536445e-06,10,out,normal
279,279,0,0.0004952947003467064,0.0,2,out,normal
280,280,0,0.010648836057454186,1.1196510698148434e-05,43,in,normal
281,281,0,0.00396235760277365,1.1398374091751579e-06,16,in,normal
282,282,0,0.0004952947003467064,0.0,2,out,normal
283,283,0,0.0012382367508667654,1.6426667600192138e-07,5,out,normal
284,284,0,0.003714710252600297,7.139806768133306e-07,15,in,normal
285,285,0,0.011639425458147598,0.0004463628270790999,47,in,normal
286,286,0,0.0004952947003467064,0.0,2,out,normal
287,287,0,0.0002476473501733532,0.0,1,out,normal
288,288,0,0.0009905894006934123,2.0474099826518874e-07,4,out,normal
289,289,0,0.0009905894006934123,3.119275947889638e-07,4,out,normal
290,290,0,0.0034670629024269443,7.215327908869245e-07,14,in,normal
291,291,0,0.008915304606240713,1.0739981976452844e-05,36,in,normal
292,292,0,0.0002476473501733532,0.0,1,out,normal
293,293,0,0.0007429420505200594,0.0,3,out,normal
294,294,0,0.0007429420505200594,4.089626788429578e-08,3,out,normal
295,295,0,0.0024764735017335318,3.5772993152180165e-07,10,out,normal
296,296,0,0.0017335314512134721,8.230373911714526e-07,7,out,normal
297,297,0,0.006191183754333828,1.0960640493798366e-06,25,in,normal
298,298,0,0.0027241208519068845,3.5939144504381135e-08,11,in,normal
299,299,0,0.0049529470034670635,2.3416901248661625e-06,20,in,normal
300,300,0,0.0017335314512134721,3.840815998359047e-07,7,out,normal
301,301,0,0.0007429420505200594,3.067220091322184e-08,3,out,normal
302,302,0,0.0049529470034670635,1.2350918033532156e-06,20,in,normal
303,303,0,0.005200594353640416,1.9684037112457997e-06,21,in,normal
304,304,0,0.013620604259534423,0.0006178575803894039,55,in,normal
305,305,0,0.0004952947003467064,3.866526121063333e-06,2,out,normal
306,306,0,0.002228826151560178,3.6806641095866214e-07,9,out,normal
307,307,0,0.0009905894006934123,1.115352760480794e-08,4,out,normal
308,308,0,0.005943536404160475,0.00018090438523082162,24,in,normal
309,309,0,0.0024764735017335318,4.907552146115494e-07,10,out,normal
310,310,0,0.003219415552253591,2.9448619638961407e-06,13,in,normal
311,311,0,0.0017335314512134721,3.698359610113479e-07,7,out,normal
312,312,0,0.0064388311045071814,1.5881638869531946e-05,26,in,normal
313,313,0,0.009162951956414063,9.691622934330908e-06,37,in,normal
314,314,0,0.003219415552253591,1.4978870816069255e-06,13,in,normal
315,315,0,0.013620604259534423,0.0005971878232442423,55,in,normal
316,316,0,0.0004952947003467064,0.0,2,out,normal
317,317,0,0.0017335314512134721,3.958174498801485e-07,7,out,normal
318,318,0,0.0027241208519068845,5.551810066178673e-07,11,in,normal
319,319,0,0.001981178801386825,1.0367203908668982e-06,8,out,normal
320,320,0,0.0049529470034670635,0.00040751983494238857,20,in,normal
321,321,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
322,322,0,0.017582961862308073,0.0009355779260474099,71,in,normal
323,323,0,0.00941059930658742,1.4716516946194128e-05,38,in,normal
324,324,0,0.0064388311045071814,0.00036576508534837663,26,in,normal
325,325,0,0.00941059930658742,7.284612417823161e-06,38,in,normal
326,326,0,0.00470529965329371,7.567949206302406e-06,19,in,normal
327,327,0,0.0009905894006934123,1.8403320547933107e-07,4,out,normal
328,328,0,0.002228826151560178,1.3752830657090327e-06,9,out,normal
329,329,0,0.007429420505200594,9.199954333956809e-05,30,in,normal
330,330,0,0.00396235760277365,5.848732475351638e-07,16,in,normal
331,331,0,0.0049529470034670635,3.0078460169222087e-06,20,in,normal
332,332,0,0.010401188707280832,0.0055174041649595175,42,in,normal
333,333,0,0.001981178801386825,4.4961551656127565e-07,8,out,normal
334,334,0,0.0064388311045071814,9.818526626461384e-06,26,in,normal
335,335,0,0.0002476473501733532,0.0,1,out,normal
336,336,0,0.0007429420505200594,6.134440182644368e-08,3,out,normal
337,337,0,0.002228826151560178,1.6358507153718313e-06,9,out,normal
338,338,0,0.0017335314512134721,3.9451671568557683e-07,7,out,normal
339,339,0,0.006191183754333828,0.0004196112613673618,25,in,normal
340,340,0,0.0014858841010401188,1.7044231205880818e-07,6,out,normal
341,341,0,0.0029717682020802376,9.201853362520527e-07,12,in,normal
342,342,0,0.008420009905894007,0.0008142233111653937,34,in,normal
343,343,0,0.004457652303120356,7.063751694122841e-06,18,in,normal
344,344,0,0.002228826151560178,7.649151195419536e-07,9,out,normal
345,345,0,0.00396235760277365,5.5533281164248215e-06,16,in,normal
346,346,0,0.0066864784546805354,0.0008306535320475467,27,in,normal
347,347,0,0.0017335314512134721,0.0005960614085868173,7,out,normal
348,348,5,0.05671124318969788,0.037019642340473134,229,in,normal
349,414,1,0.0391282813273898,0.04165607131998942,158,in,influencer
350,428,5,0.02823179791976225,0.009080525468790127,114,in,normal
351,1684,2,0.1961367013372957,0.3066873676103587,792,in,influencer
352,1912,4,0.18697374938088165,0.2088075761906821,755,in,influencer
353,2814,2,0.0004952947003467064,0.0,2,out,normal
354,2838,2,0.0009905894006934123,5.4790870968286075e-05,4,out,normal
355,2885,2,0.0009905894006934123,5.5105869603061586e-05,4,out,normal
356,3003,2,0.0009905894006934123,5.510416559189974e-05,4,out,normal
357,3173,2,0.004457652303120356,0.0006883322683602852,18,in,normal
358,3290,0,0.0012382367508667654,0.0013107962061744908,5,out,normal
359,353,5,0.025012382367508662,0.0017761739748407422,101,in,normal
360,363,5,0.0237741456166419,0.001520262296346931,96,in,normal
361,366,5,0.024021792966815253,0.0010699810028713956,97,in,normal
362,376,5,0.03268945022288261,0.005892278797410389,132,in,normal
363,389,3,0.01188707280832095,0.0028892274204520237,48,in,normal
364,420,5,0.008172362555720653,0.0006100214529591196,33,in,normal
365,475,5,0.029965329370975725,0.004552702155233258,121,in,normal
366,483,3,0.057206537890044575,0.01000611416540953,231,in,normal
367,484,5,0.026498266468548786,0.0026736261293599448,107,in,normal
368,517,5,0.02575532441802873,0.0018972621349633747,104,in,normal
369,526,3,0.024269440316988602,0.002792024334537296,98,in,normal
370,538,5,0.021297672114908368,0.001349758562399641,86,in,normal
371,563,5,0.021050024764735012,0.0923722109205002,85,in,influencer
372,566,5,0.021050024764735012,0.0024550798504259174,85,in,normal
373,580,5,0.020802377414561663,0.010833044709863486,84,in,normal
374,596,3,0.011391778107974244,0.001988699154373347,46,in,normal
375,601,5,0.006191183754333828,0.00038828184322853347,25,in,normal
376,606,5,0.022535908865775136,0.0011247004364252986,91,in,normal
377,629,5,0.0027241208519068845,8.68603186655792e-05,11,in,normal
378,637,3,0.02847944526993561,0.014896810312677866,115,in,normal
379,641,3,0.0163447251114413,0.00046441848563032,66,in,normal
380,649,1,0.0012382367508667654,0.00023958090910486542,5,out,normal
381,651,5,0.018078256562654774,0.001577031424653933,73,in,normal
382,896,3,0.031203566121842493,0.010804508466886185,126,in,normal
383,897,3,0.0163447251114413,2.130264784034588e-05,66,in,normal
384,898,3,0.00941059930658742,1.853263330420779e-06,38,in,normal
385,899,3,0.0007429420505200594,6.134440182644368e-08,3,out,normal
386,900,3,0.003219415552253591,2.1970758988780624e-06,13,in,normal
387,901,3,0.008420009905894007,2.6745016627601603e-06,34,in,normal
388,902,3,0.011391778107974244,3.934342101578293e-06,46,in,normal
389,903,3,0.008420009905894007,1.9429238059734123e-06,34,in,normal
390,904,3,0.0007429420505200594,3.292149564685811e-07,3,out,normal
391,905,3,0.004210004952947003,5.582213945629058e-06,17,in,normal
392,906,3,0.019316493313521543,1.5888197432078167e-05,78,in,normal
393,907,3,0.003219415552253591,1.7175761588288772e-06,13,in,normal
394,908,3,0.0079247152055473,0.0003250899999550872,32,in,normal
395,909,3,0.0029717682020802376,1.5206811956092432e-06,12,in,normal
396,910,3,0.0012382367508667654,1.9936930593594198e-07,5,out,normal
397,911,3,0.0002476473501733532,0.0,1,out,normal
398,912,3,0.002228826151560178,1.1822429440885173e-06,9,out,normal
399,913,3,0.010896483407627538,2.9089322725470793e-05,44,in,normal
400,914,3,0.00396235760277365,2.7365257693571846e-06,16,in,normal
401,915,3,0.008667657256067359,2.6386168302763393e-05,35,in,normal
402,916,3,0.036404160475482915,0.0006526592239121056,147,in,normal
403,917,3,0.032194155522535906,0.0003342531221951412,130,in,normal
404,918,3,0.0002476473501733532,0.0,1,out,normal
405,919,3,0.007181773155027241,2.6236311637554846e-06,29,in,normal
406,920,3,0.003219415552253591,1.7482622922045693e-06,13,in,normal
407,921,3,0.02625061911837543,0.0003320483145511444,106,in,normal
408,922,3,0.007429420505200594,3.937853068772705e-06,30,in,normal
409,923,3,0.001981178801386825,1.0605721711976266e-06,8,out,normal
410,924,3,0.01114413075780089,2.2825919459144566e-05,45,in,normal
411,925,3,0.04135710747894997,0.000672890477833336,167,in,normal
412,926,3,0.005200594353640416,1.810879843657146e-06,21,in,normal
413,927,3,0.01832590391282813,2.1593220110755514e-05,74,in,normal
414,928,3,0.002228826151560178,2.8116184170453354e-07,9,out,normal
415,929,3,0.0012382367508667654,3.633333114238011e-07,5,out,normal
416,930,5,0.012877662209014365,4.901280484019353e-05,52,in,normal
417,931,3,0.003714710252600297,2.2074455579305454e-05,15,in,normal
418,932,3,0.015601783060921246,1.0853267685940438e-05,63,in,normal
419,933,3,0.006191183754333828,4.536475010562778e-06,25,in,normal
420,934,3,0.020307082714214955,1.4580146532061881e-05,82,in,normal
421,935,3,0.0017335314512134721,3.0297318457615793e-07,7,out,normal
422,936,5,0.009162951956414063,1.801132509881127e-05,37,in,normal
423,937,3,0.0017335314512134721,1.300292203333981e-06,7,out,normal
